periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-01-01;2026-01-12;9730409;Consulta;Reclamo / revision;"El cliente se contacta en seguimiento del caso N.° 09550071 solicitando verificar el estado del mismo. Se realiza la verificación correspondiente, se deja comentario en el caso principal y se envía el período a TL. Se informa la actualización al cliente, quien agradece la asistencia.

Adicionalmente, el cliente consulta sobre un presunto doble cobro de cuotas. Tras la revisión, se confirma que los cargos se encuentran correctamente aplicados y se le explica el funcionamiento del cobro de cuotas por período. El cliente comprende la explicación, queda conforme y manifiesta que estará aguardando novedades para la resolución del caso relacionado con el reintegro."
2026-01-01;2026-01-12;9730539;Consulta;No aplica / condiciones;Se indica a la cliente que el metodo de pago no corresponde, el mismo solo aplica para la red upay, la cliente realizo por la red infonet.
2026-01-01;2026-01-12;9730975;Consulta;No aplica / condiciones;Cliente reclama por reintegros, se indica que ya alcanzo el tope de reintegro por el mes de diciembre. Cliente agradece, se cierra chat.
2026-01-01;2026-01-12;9731174;Consulta;Seguimiento interno;Cliente consulta por reintegro con promoción club olimpia, adjunto promoción, indico que es por pago mensual con DA.
2026-01-01;2026-01-12;9731554;Consulta;No aplica / condiciones;Cliente consulta sobre un reintegro no acreditado, verifico que comercio no se encuentra adherido a la promoción supermercados. Le brindo la información en el chat, le invito a la autogestión para verificar las BYC desde la app, le facilito BYC en el chat. Cliente agradece, me despido y finalizo el chat.
2026-01-01;2026-01-12;9731845;Consulta;Seguimiento interno;re contacto 09628492, se pide prioridad
2026-01-01;2026-01-12;9731855;Consulta;No aplica / condiciones;"Promocion no aplica para supermercado pronto. El mismo no se encuentra adherida.
Se informa a la cliente via telefonica.
Cliente agradece."
2026-01-01;2026-01-12;9731907;Consulta;No aplica / condiciones;"El cliente contacta para reclamar dos reintegros no asignados. Tras el análisis, se le informa que la compra en ""Locos x el Sandwich"" no aplica al beneficio debido a que el comercio utilizó un POS ajeno a la promoción (Dinelco en lugar de Upay). En cuanto a la carga en Petropar, se confirma que el usuario ya había agotado el límite de reintegro semanal establecido para el periodo del 22 al 31 de diciembre. Se procede al cierre de la consulta con la explicación técnica correspondiente."
2026-01-01;2026-01-12;9732074;Consulta;Reclamo / revision;"Cliente vuelve a contactar por dos reclamos de reintegros pendientes. - Re contacto caso 09653149 -  09639731. 
Le indico al cliente que sus casos se encuentran en verificación. Solicito prioridad con TL Magda Dominguez. 
Cliente agradece, me despido y finalizo el chat."
2026-01-01;2026-01-12;9732347;Consulta;No aplica / condiciones;"Buenas tardes.
La cliente se comunica para consultar sobre el estado de su reintegro. Se le informa que no aplica, ya que la compra fue realizada en un comercio que actualmente no se encuentra adherido a la promoción.

La cliente comprende la situación y agradece la verificación realizada.

Saludos."
2026-01-01;2026-01-12;9732421;Consulta;Reclamo / revision;Clienta llama reclamando por que no se reintegro el monto de la primera compra, se le indica que el reintegro se realiza a la caja de ahorro no a la tc directamente, clienta visualiza reintegro y agradece información
2026-01-01;2026-01-12;9732590;Consulta;Reclamo / revision;El cliente reclama reintegro, se verifica caso derivado y se insiste en caso. 09654737
2026-01-01;2026-01-12;9732753;Consulta;Reclamo / revision;Sobre este reclamo 9688104 que novedad tenemos
2026-01-01;2026-01-12;9732838;Consulta;No aplica / condiciones;cliente indica que le estuvieron llamando y no pudo responder, verificamos el caso del reintegro que consulta 09729295, se le informa el cierre del caso y que su reintegro no aplica segun las byc, cliente se molesta indicando que le estafamos, le indicamos donde encontraría las mismas, agradece la atencion pero molesta
2026-01-01;2026-01-12;9732876;Consulta;No aplica / condiciones;El cliente Rafael consulta por un reintegro correspondiente al comprobante N.º 460934468. Se solicita y recibe captura del comprobante para verificación. Tras revisar la información, se le informa que, según las bases y condiciones, únicamente aplican para reintegro las compras realizadas con POS uPay o Infonet, y que en este caso la compra fue efectuada con POS Dinelco, por lo que no corresponde el reintegro. Se comparten las bases y condiciones y se indica dónde consultarlas en la aplicación y en la web. El cliente comprende lo informado y se cierra el chat quedando a disposición para futuras consultas.
2026-01-01;2026-01-12;9732901;Consulta;Reclamo / revision;Cliente se contacta consultando sobre su reintegro. Se presentan inconvenientes con SF, motivo por el cual el chat fue abandonado. Se verifica que el cliente ya cuenta con un reclamo elevado.
2026-01-01;2026-01-12;9732973;Consulta;No aplica / condiciones;"indico no corresponder por medio de pago utilizado. Comprende 
Cierro caso"
2026-01-01;2026-01-12;9733494;Consulta;No aplica / condiciones;Clienta consulta sobre porque recibió 25mil de reintegro, se verifica que alcanzo el tope de reintegro semanal en petropar
2026-01-01;2026-01-12;9733624;Consulta;Seguimiento interno;Cliente consulta por reintegro por pago con TC en Petromax, menciono estación no adherida según ByC, adjunto promoción, realizo saliente para informar al cliente ante falta de respuestas en el chat.
2026-01-01;2026-01-12;9734223;Consulta;Reclamo / revision;Cliente muy frustrado reclama reintegro por compra en Copetrol. Realizamos verificaciones y le indicamos que no estaria aplicando ya que no cumple con las condiciones de la promo. Esta informacion lo toma con molestia y nos expresa que ya no sabe que hacer para recibir los reintegros. Le brindamos sugerencias para que se asegure de aplicar y al final lo entiende y agradece.
2026-01-01;2026-01-12;9734727;Consulta;No aplica / condiciones;Cliente reclama reintegro (primera compra) el cual ya había recibido reintegro por dicha promo en fecha 08/01/2025 y ya no aplica recepción del reintegro, consulta si su compra aplica para promo 30% en comercios adheridos, el cual su compra fue en fecha 24/12/2025 y promos solo fueron en fecha 20 y 23, agradece.
2026-01-01;2026-01-12;9734832;Consulta;No aplica / condiciones;Cliente consulta por su reintegro de Petropar, se le indica que llego a su tope semanal y le facilite las BYC.
2026-01-01;2026-01-12;9735558;Consulta;No aplica / condiciones;Se le informó al cliente, ante su consulta sobre los reintegros en supermercados, que los mismos no resultan aplicables en esta ocasión, debido a que, según lo estipulado en las bases y condiciones vigentes, se requiere alcanzar una compra mínima de 300.000 para acceder al beneficio.
2026-01-01;2026-01-12;9735992;Consulta;No aplica / condiciones;cliente consulta sobre un reintegro de monchis, se verifica en las varias desconecciones del chat que le comentarion que no aplica por la promo de bacon momchis, se realiza insistencia pero no responde
2026-01-01;2026-01-12;9736168;Consulta;Reclamo / revision;Cliente se contacta con respecto a un reclamo de reintegro, se indica que aún se encuentra en gestión.
2026-01-01;2026-01-12;9736190;Consulta;Reclamo / revision;Cliente en referencia se contacta consultando el estado de su reclamo 09282539, referente a la inconsistencia en los reintegros recibidos correspondientes al nivel 4, cuando el visualizaba en su app que poseía el nivel 5. Se deriva el caso como prioridad por el tiempo transcurrido.
2026-01-01;2026-01-12;9737001;Consulta;No aplica / condiciones;Cliente se acerca a consultar sobre bases y condiciones sobre reintegros de la tarjeta black, se le indica los mismos y los topes de compras, cliente se retira conforme.
2026-01-01;2026-01-12;9737031;Consulta;Reclamo / revision;"Motivo: Reclamo reintegro (982.000 Gs) en Feria Asunción - Shopping Pinedo (día 20).

Verificación: Local no adherido según Bases y Condiciones de la promoción.

Resolución: Se informa exclusión del beneficio; cliente comprende y se despide."
2026-01-01;2026-01-12;9737174;Consulta;No aplica / condiciones;Cliente se acerca al CE para consultar sobre un reintegro de bacon del mes de diciembre, se verifica que la compra fue en bacon plg por lo que no aplica según byc
2026-01-01;2026-01-12;9737202;Consulta;Seguimiento interno;"➤ Motivo del contacto: El cliente se comunica nuevamente para dar seguimiento a su reclamo sobre el beneficio no aplicado del 20% en Flybondi, reiterando que procedió con la compra basándose en información errónea recibida por un asesor anterior.

➤ Gestión Realizada:

Verificación de Antecedentes: Se confirma la existencia de un caso abierto y en proceso de análisis por el área de Supervisión/Calidad, referente a la solicitud de escucha de llamada y el reconocimiento del beneficio por presunta mala información (reintegro vs. descuento directo).

Acciones de Prioridad: * Se informa al cliente sobre el estado actual del ticket, confirmando que el área encargada ya se encuentra trabajando en la revisión de los antecedentes.

Se realiza la solicitud de prioridad al supervisor de piso para agilizar la respuesta técnica y la auditoría de la llamada en cuestión.

Compromiso de Retorno: Se acuerda con el cliente realizar una llamada de seguimiento para brindarle una actualización definitiva una vez que el área emita el dictamen sobre el reconocimiento del monto reclamado.

➤ Cierre: El cliente queda a la espera de la resolución priorizada. La gestión se asienta como seguimiento de caso existente con compromiso de retorno."
2026-01-01;2026-01-12;9738984;Consulta;No aplica / condiciones;Cliente consulta por detalle de reintegro no recibido, verifico que ya habría llegado a su tope y se le indica al cliente .
2026-01-01;2026-01-12;9739059;Consulta;No aplica / condiciones;Consulta por reintegros, no aplica por efectuar los pagos en pos infonet
2026-01-01;2026-01-12;9739167;Consulta;Reclamo / revision;La clienta reclama promociones de tuti y luego corta la llamada
2026-01-01;2026-01-12;9739228;Consulta;No aplica / condiciones;"Cliente en referencia indica que no recibi reintegro de compra en supermercado 
Se verifica la compra es menor a 300.000 gs 
Se realiza saliente se indica que las byc se actualizaron no aplica a compras menor a 300.000 gs 
Cliente agradece información"
2026-01-01;2026-01-12;9740534;Consulta;No aplica / condiciones;"➤Motivo del contacto:  reintegro, combustible 27/12 con tc de 250.000 y farmacenter 26/12 de tc aprox 200.000

➤Verificación realizada: se verifica pago de petropar con pos de dinelco. El pago de farmacenter se hizo en pos de bancard y solo aplica para upay

➤ Acción tomada/ información brindada:  le informo que con respecto al pago de petropar no va a procesarse el reintegro ya que se cobró con un pos de Dinelco y debe ser infonet o upay y lo mismo para farmacenter, pago solo habilitado para por upay"
2026-01-01;2026-01-12;9740572;Consulta;No aplica / condiciones;Cliente, consulta por reintegro, se indica que no aplica por medio de pago, realizo llamada saliente para informar, también consulta por cobro de la tarjeta de crédito, se indica.
2026-01-01;2026-01-12;9740593;Consulta;Seguimiento interno;cliente llama solicitando información sobre reclamo de reintegro indicamos que aun esta siendo verificado por el área encargada indicamos que realizaremos solicitud de prioridad ya que son varios recontactos del cliente informamos al cliente el procedimiento agradece se despide.
2026-01-01;2026-01-12;9741215;Consulta;No aplica / condiciones;Cliente consulta por reintegro de compra en supermercados, indico que no aplica ya que la compra es un monto menor, facilito bases y condiciones del sector.
2026-01-01;2026-01-12;9741886;Consulta;Reclamo / revision;Cliente se acerca al ROT, por el caso 09480099, se encuentra molesto, y consulta sobre reintegro
2026-01-01;2026-01-12;9742685;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se indica que no aplica porque el monto no corresponde para el mismo, Realizo llamada saliente sin éxito.
2026-01-01;2026-01-12;9742818;Consulta;No aplica / condiciones;"Cliente consulta por el reintegro de una compra realizada en Petromax. Se confirma la ubicación de la estación de servicio y se verifica en las bases y condiciones que no aplica el reintegro debido a qué en dicha estación de servicio el pago debe de realizarse por bancard y el cliente lo realizó por upay. 
Se le facilita byc al cliente."
2026-01-01;2026-01-12;9743529;Consulta;Reclamo / revision;Cliente reclama reintegro de monchis, no responde insistencias se deja buzon de voz
2026-01-01;2026-01-12;9743709;Consulta;No aplica / condiciones;Cliente reclama reintregro con la bolsa de supermercados, se verifica que la compra realizo por el valor de     216.453,00 gs por lo que se le menciona que no corresponde ya que el importe minimo es de 300.000 gs
2026-01-01;2026-01-12;9743729;Consulta;Seguimiento interno;Cliente se contacta por un reintegro que no acreditado, se verifica que está dentro de los días de acreditación y se pide aguardar, una vez pasados los días de acreditación se le pide volver a contactar para realizar en reclamo, menciona también que ya había hecho un reclamo sobre un reintegro, se verifica el caso 08262930 y se pide prioridad con el lider.
2026-01-01;2026-01-13;9744732;Consulta;No aplica / condiciones;Consulta por compra fuera de parametros (compra minima o igual a 1.000.000)
2026-01-01;2026-01-13;9744998;Consulta;No aplica / condiciones;Cliente consulta por reintegro no aplicado por compra en fecha 26/12 por valor de 180.000 gs,. Se indica lo mencionado en caso 09651390. No corresponde pues alcanzo el tope de reintegro
2026-01-01;2026-01-13;9745426;Consulta;No aplica / condiciones;"Cliente realizo una compra en farmacenter, realizo el pago con bancard, según las byc el reintegro no corresponde, reclama que la farmacia no posee el post upay
Monto: 192.320
Fecha: 13/01/2026
Medio: tc."
2026-01-01;2026-01-13;9745480;Consulta;Solo nro. caso;09654737
2026-01-01;2026-01-13;9746515;Consulta;No aplica / condiciones;CONSULTA POR REINTEGRO, NO APLICA SEGUN BYC
2026-01-01;2026-01-13;9746762;Consulta;No aplica / condiciones;"Cliente se comunica ya que reclama un reintegro no recibido 
Fecha :4/01/2026
Tarjeta: Crédito 
Monto:150.000
Local: Petropar
Poss:
Bolsa :Combustible 
Ubicación: Super carretera ruta7 ciudad de presidente franco 
Se verifica que no recibe ya que no cumplió con el método de pago ya que pago con dinelco y no corresponde
Cliente se comunica ya que no recibió un reintegro se verifica que no califica ya que pago con infonet y la byc especifica que es con upay
Comercio : Farmacenter 
Monto :  128.323 -   71.158
Tarjeta de crédito 
Ubicación : Av peru km7 - ciudad del este"
2026-01-01;2026-01-13;9747065;Consulta;No aplica / condiciones;Se le indica que no aplica por el post utilizado a la hora del pago. VC-02057116
2026-01-01;2026-01-13;9747226;Consulta;No aplica / condiciones;"La cliente se contacta indicando que no recibió un reintegro del supermercado la Familia realizado el 24/12/25 por el monto de 307.450 gs.

Se indica que ya recibió los reintegro por la bolsa y que llego a su tope por ello no estaría recibiendo más otro reintegro, se informa que la bolsa de Biggie sería otra promoción co otra bases y condiciones."
2026-01-01;2026-01-13;9747307;Consulta;No aplica / condiciones;Cliente consulta por reintegro no acreditado, le informo que su reintegro no aplica considerando medio de pago POS utilizado, le facilito las bases y condiciones de la promoción y le sugiero verificar desde la app las actualizaciones mensuales de las BYC para asegurarse de cumplir con las condiciones y acceder al beneficio de reintegro. Cliente menciona que estará verificando los detalles y cualquier cosa volverá a contactar. Me despido y finalizo el chat.
2026-01-01;2026-01-13;9747722;Consulta;Seguimiento interno;Se solicita comprobante de la compra , ya que en caso 09590645 no se visualiza adjunto
2026-01-01;2026-01-13;9747795;Consulta;No aplica / condiciones;Cliente menciona no habría recibido reintegro por primera compra realizada en fecha 31/12/25. Se menciona que primera transacción realizada se hizo en fecha 18/07/25 en concepto de adelanto en efectivo, por ende no aplica la promoción del 50% por la primera compra
2026-01-01;2026-01-13;9748218;Consulta;No aplica / condiciones;reintegro no aplica, abonado con pos Dinelco
2026-01-01;2026-01-13;9748272;Consulta;No aplica / condiciones;se le indica no aplica segun byc
2026-01-01;2026-01-13;9748628;Consulta;No aplica / condiciones;Cliente se acerca al Rot a consultar sobre un reintegro Petropar 29/12 250.000 , se verifica que el cliente habia llegado a Tope en la semana por lo cual no accede al reintegro se le explica y agradece
2026-01-01;2026-01-13;9748861;Consulta;No aplica / condiciones;"Buenas 
Cliente se acerca al CE a consultar sobre el reintegro de primera compra en TC, el mismo indica que realizó su primera compra en el supermercado San Vicente  en fecha 02/01/2026 del monto Gs.296.700 con su TC y no recibió aún el 50% de reintegro correspondiente a la primera compra. Verificamos en BK sus movimientos de TC y se visualiza que como primer movimiento realizó una extracción en efectivo de su TC por el monto de GS.500.000 en fecha 30/10/25 y según las ByC 
· La promoción ""Primera Compra"" está dirigida exclusivamente a clientes que hayan activado  
transaccionado por primera vez en montos a partir de Gs. 20.000 con una tarjeta de crédito emitida por ueno bank S.A. Por lo tanto, no podrán participar de la presente promoción aquellos clientes que tras haber activado con anterioridad cualquier tarjeta de crédito emitida por ueno bank S.A. la hayan cancelado y/o
solicitado su renovación.

· Podrás acceder al beneficio del 50% de reintegro en tu primera compra realizada con cualquier tarjeta de crédito emitida por el Banco. A los efectos de la promoción, se considerará como ""Primera Compra"" únicamente la primera transacción efectuada con tu tarjeta, sin importar la fecha en que se realice y con independencia de la fecha de activacion de la misma.
Por ende como el cliente ya realizó un adelanto en efectivo con su TC antes de realizar la compra no se valida así esa compra dentro de la promoción y no corresponde el reintegro del 50% 
Le explicamos al cliente eso y confirmamos con el mismo sobre sus extracción. 
Cliente se retira ni tan conforme pero entiende el motivo culminando así con la atención
Saludos"
2026-01-01;2026-01-13;9749861;Consulta;No aplica / condiciones;Consulta reintegro, se le indica no corresponde, ya que lo realizo con la red de pago infonet y debia de ser upay
2026-01-01;2026-01-13;9750451;Consulta;No aplica / condiciones;En contacto con el cliente, consulta sobre dos compras en amandau, se le indica no corresponder debido a que el pago fue realizado con un pos diferente al correspondiente para poder recibir el reintegro.
2026-01-01;2026-01-13;9750660;Consulta;No aplica / condiciones;"Cliente indica que existen dos compras por el cual no recibio reintegros
212.220 super 6 Mundi mark 31/12
136.688 Biggie  31/12
En el caso de la compra en supermercados no aplica ya que la compra minima es de 300.000 GS y sobre la compra en Biggie no aplica ya que solo esta vigente los sabados y domingos, como la compra fue realizada un miércoles no corresponde a este beneficio"
2026-01-01;2026-01-13;9751423;Consulta;No aplica / condiciones;"Buenas tardes
Cliente consulta sobre reintegros en petropar, se verifica que llego a tope, mencionamos y comprende 
Saludos"
2026-01-01;2026-01-13;9751500;Consulta;Seguimiento interno;"El cliente consulta sobre la vigencia de la promoción de reintegros de Bacon vía Monchis, mencionando que realizó una compra y no le estuvo llegando el reintegro. Verifico y le indico que la promoción de Bacon By Monchis estuvo vigente hasta el mes de diciembre, no así en el mes de enero, adjunto las BYC. Le comento que su compra del 09/01/2026 ingresó bajo el nombre de comercio Monchis, por lo que le menciono que podemos realizar un reclamo por dicha promoción si el reintegro no se acredita tras 8 días hábiles.
Realizo llamada saliente VC-02058658 y VC-02058669, no responde, dejo buzón, indicándole lo verificado y que en caso de que la compra realizada fue hecha a través de la app de Monchis podremos realizar el reclamo por el reintegro, sino se acredita en los 8 días hábiles."
2026-01-01;2026-01-13;9751563;Consulta;No aplica / condiciones;Cliente se comunica por un comercio que le indicaron  que no hay promoción, pero si lo visualiza en la app con promoción, se le indica que si contamos con la promoción, pero en su caso, no aplicaría, teniendo en cuenta que tendría que haber hecho con la red upay el pago y no realizo con la red infonet, comprende y corta la llamada
2026-01-01;2026-01-13;9751907;Consulta;No aplica / condiciones;Cliente indica que realizo el pago en el supermercado HYV el monto de 531.000 mil guaranies verifico que no se le reintegro porque pago con el pos de INFONET y para acceder al reintegro tenia que pagar con el pos de UPAY
2026-01-01;2026-01-13;9752113;Consulta;No aplica / condiciones;Cliente se contacta consultando por un reintegro que no recibió, la compra fue en Plub, como fue menos a Gs. 300.000 no aplica según byc, cliente entiende y agradece.
2026-01-01;2026-01-13;9752300;Consulta;No aplica / condiciones;El cliente Luis consultó por un reintegro no acreditado de una compra realizada el 05/01 en el comercio Súper Seis (Comprobante: 4631429530). Tras verificar la transacción y las bases y condiciones de la promoción vigente de enero 2026, se determinó que el beneficio no corresponde debido a que el valor de la compra es inferior al monto mínimo requerido. Se realizó una llamada saliente para informarle los motivos y se le facilitó el documento de Bases y Condiciones para su verificación.
2026-01-01;2026-01-13;9753231;Consulta;No aplica / condiciones;cliente consulta por el reintegro de su compra, se verifica que llego al tope.
2026-01-01;2026-01-13;9753612;Consulta;No aplica / condiciones;Se informó al cliente que las transacciones consultadas no aplicaron al reintegro debido a que no cumplieron con el importe mínimo de compra de 300.000 Gs. estipulado en el reglamento. Asimismo, se le confirmó que para el mes de enero se mantienen las mismas condiciones y se procedió a adjuntar las Bases y Condiciones de la promoción vigente para su verificación.
2026-01-01;2026-01-13;9753681;Consulta;No aplica / condiciones;No aplica reintegro se informa
2026-01-01;2026-01-13;9754184;Consulta;No aplica / condiciones;Cliente se contacta reclamando reintegro, no aplica segun bases y condiciones de promo
2026-01-01;2026-01-13;9754415;Consulta;No aplica / condiciones;El cliente Mathias consultó por un reintegro no acreditado en el rubro combustibles (estación de servicio en San Lorenzo). Tras verificar la ubicación proporcionada (Porvenir Norte esq. Jardín Botánico) y contrastarla con las Bases y Condiciones de la promoción de enero 2026, se determinó que dicha estación no se encuentra entre los locales adheridos. Se le facilitó el documento legal vía chat y, ante la falta de respuesta inmediata, se realizó una llamada saliente para informarle que no corresponde el beneficio por el motivo mencionado.
2026-01-01;2026-01-13;9755157;Consulta;No aplica / condiciones;"El cliente consulta sobre un reintegro no aplicado en una compra realizada el 29/12/2025 en el comercio Los Jardines. Verifica y le indico que para dicho comercio, el beneficio aplica si la transacción se realiza a través de dispositivos de la Red Upay. Debido a que la compra del cliente fue procesada vía Red Infonet, no estaría aplicando para el reintegro. Se adjunta BYC y que puede visualizar las app/web. No responde.
Realizo llamadas salientes, VC-02060131 y VC-02060143, no responde, dejo sms de voz."
2026-01-01;2026-01-13;9755424;Consulta;Reclamo / revision;El cliente consulta respecto a su reintegro se realiza el reclamo correspondiente.
2026-01-01;2026-01-13;9756053;Consulta;Solo nro. caso;09666904
2026-01-01;2026-01-13;9756062;Consulta;No aplica / condiciones;Cliente consulta porque aun no se le realizo el reintegro la compra que hizo en fecha 09/01/2026 el monto de 400.000 en el supermercado Gran Vía con su tarjeta de crédito verifique y realizo el pago con el pos de Infonet y para acceder al reintegro tenia que abonar con el pos de Upay
2026-01-01;2026-01-13;9756238;Consulta;No aplica / condiciones;"No corresponde debido a que abono a través del pos incorrecto.
explicamos situacion al cliente"
2026-01-01;2026-01-13;9756939;Consulta;No aplica / condiciones;Cliente se contacta consultando por un reintegro no aplicado en una compra realizada en el supermercado villa sofia en fecha 30/12, según verificamos la compra fue realizada en el pos infonet y la promoción solo aplica en el pos upay, por ende, no aplica el reintegro.
2026-01-01;2026-01-13;9756985;Consulta;No aplica / condiciones;Cliente consulta po rreintegro en petropar, se verifica que llego a tope en mes de diciembre
2026-01-01;2026-01-13;9757074;Consulta;No aplica / condiciones;Cliente se acerca al ce para consultar su reintegro en supermercado se verifica que ya no se encuentra adherido al beneficio se le indica segun byc
2026-01-01;2026-01-13;9757170;Consulta;No aplica / condiciones;Cliente se contacta consultando por su reintegro en PETROPAR en fecha 11/01/2026, se le indica que ya alcanzo el tope de reintegro de la primera semana
2026-01-01;2026-01-13;9757463;Consulta;Reclamo / revision;"La clienta se comunicó inicialmente consultando sobre los supermercados adheridos a las promociones de reintegro del mes de enero. Al indicarle que podía verificar los detalles en las Bases y Condiciones (ByC), la misma se negó a revisar el documento, mostró una actitud alterada y procedió a cortar la llamada de forma abrupta.

Como medida de seguimiento, se le envió un correo electrónico adjuntando el PDF con las ByC y se realizó una llamada saliente para brindarle la información. Al lograr el contacto, la clienta mantuvo una postura hostil e insultó a la entidad, manifestando su descontento con las condiciones de las promociones y expresando su intención de dejar de ser cliente del banco en cuanto le fuera posible. A pesar de los intentos por explicarle los términos de los beneficios, la clienta se negó a escuchar y finalizó la comunicación cortando la llamada nuevamente."
2026-01-01;2026-01-13;9757923;Consulta;Seguimiento interno;"Buenas tardes
Quisiera saber si me corresponde el reintegro de la promoción koala de un somier adquirido el miércoles pasado
Adjunto la promoción y la fecha de compra es del 07/01/26

Obtener Outlook para Android<https://aka.ms/AAb9ysg>"
2026-01-01;2026-01-13;9758537;Consulta;No aplica / condiciones;Cliente se acerca al ROT reclamando reintegros por la compra hecha en supermercado la familia monto: 309.100gs en fecha: 01/12/2025 19:25:12, se le indica que en ENERO dicho comercio ya no se encuentra adherido a nuestras BYC, la cliente indicó que como es posible, siendo que en el supermercado figura aun la publicidad, se le indica que podemos realizar un reporte de ello, indicó que en su app si verificó que esté dicho comercio esté adherido, y que si le figuró el super en su app adherido a uestras BYC, se le indica que lastimosamente ya no se encuentra adherido. Tambien consultó por otros reintegros de octubre y diciembre donde se le explicóq ue si recibió y fue de acuerdo a su nivel.
2026-01-01;2026-01-13;9758641;Consulta;Seguimiento interno;"Me contacte con el cliente con respecto a su caso: 08223993, se le indica que se sigue verificando para darle una respuesta en la brevedad posible sobre su reintegro en Petromax
ADJUNTO CORREO DEL CASO. 

Adjunto datos del caso 
CI:4204140
Nombre: Didier Jose Spinzi Blanco
Fecha de compra: 11/10
Nro. de Comprobante: 4322519402
Monto de la compra: 600.000
Monto a reintegrar:240.000
Reintegro: 40%
Promoción: Combustibles
Comercio: Petromax falcón
Medio de pago: TC"
2026-01-01;2026-01-13;9758724;Consulta;Reclamo / revision;Cte reclama no recibir reintegro de pago en UPA, se verifico comprobante y reintegros reciente, se encuentra acreditado y se indico lo verificado, cte agradece y verifica promo aplicada. Se consulta si tiene más dudas y no responde, se gestiona insistencia y al intentar actualizar el chat se da por error a finalizar, por lo que se hizo saliente VC-02061732 y VC-02061745 atiende y indica que no escucha, corta llamada y se vuelve a hacer saliente VC-02061757, pero tampoco escucha. Se cierra ticket
2026-01-01;2026-01-13;9758857;Consulta;No aplica / condiciones;El cliente consulta respecto su reintegro se verifico que no aplica
2026-01-01;2026-01-13;9758912;Consulta;Solo nro. caso;09688104
2026-01-01;2026-01-13;9759168;Consulta;Solo nro. caso;09656625
2026-01-01;2026-01-13;9759645;Consulta;No aplica / condiciones;"Clienta se contacta reclamando reintegros correspondientes a petropar pendiente, verificamos que llego a tope en ult semana de la promoción.
Se informa via mail de manera detallada."
2026-01-01;2026-01-13;9759735;Consulta;No aplica / condiciones;Cliente en referencia consulta por un reintegro, se verifica que no aplica segun ByC
2026-01-01;2026-01-13;9760252;Consulta;No aplica / condiciones;Cliente consulta por el reintegro de su compra de monto Gs. 100000 de fecha 10/01/2026 20:58:07	, se verifica que llego al tope.
2026-01-01;2026-01-13;9760479;Consulta;Reclamo / revision;Reclamo de reintegro, elevo a prioridad con lider el caso principal - 09367256
2026-01-01;2026-01-13;9760604;Consulta;No aplica / condiciones;cliente consulta por reintegro, se verifica que ya alcanzo su tope de reintegro semanal, se le indica ello
2026-01-01;2026-01-13;9760645;Consulta;No aplica / condiciones;Cliente ingresa reclamando reintegro por compra en supermercado REAL, se verifica en byc que el comercio no aplica durante este mes de enero. Se informa a la cliente y se comparte las byc. Comprende y agradece.
2026-01-01;2026-01-13;9760713;Consulta;No aplica / condiciones;Cliente consulta por el reintegro de la compra en Farmacenter, indique que no aplicaría, ya que fue hecha con el POS de Infonet y las ByC mencionan que debe ser con Upay.
2026-01-01;2026-01-13;9760808;Consulta;No aplica / condiciones;Cliente reclama por una compra hecha el 29/11/2025 en Cielo y Tierra Spa, ya que no recibió el reintegro, informe que en las ByC de noviembre, no figura el comercio como adherido, estuvo en octubre y luego en diciembre, por ende no aplica el reintegro.
2026-01-01;2026-01-14;9761166;Consulta;No aplica / condiciones;Consulta por promoción no aplicada, no confirma detalles de transacción, se cierra chat luego de insistencias.
2026-01-01;2026-01-14;9761430;Consulta;No aplica / condiciones;"Cliente ingresa consultando referente a reintegro por carga de combustible en Petrochaco Villarrica. 4633018012
CONSUMO
05/01/2026 11:57 AM
200.000,00
Se verifica pago realizado desde TC con el pos UPAY, se indica a cliente que el reintegro puede demorar hasta 8días hábiles, a la fecha nos encontramos dentro de la fecha tope.  No se verifican compras anteriores en la bolsa. Se recomienda reclamar el día viernes en caso de que no reciba el reintegro.
Se indica a cliente y comprende."
2026-01-01;2026-01-14;9761443;Consulta;No aplica / condiciones;cliente consulta por reintegro, se visualiza que la promoción aplicaba para pagos con la red de Upay y el mismo pago con la red de Infonet, se le indica que por ello no aplica el reintegro
2026-01-01;2026-01-14;9761663;Consulta;No aplica / condiciones;El cliente consulta por un reintegro no acreditado. Se verifica que la compra fue realizada con tarjeta de débito por un monto aproximado de Gs. 800.000. Se le informa que los reintegros en la categoría Supermercados aplican únicamente a compras realizadas con tarjeta de crédito y en comercios adheridos, por lo que en este caso no corresponde. Se orienta al cliente a revisar las bases y condiciones en la app y en la web. El cliente comprende y agradece la atención.
2026-01-01;2026-01-14;9761682;Consulta;No aplica / condiciones;El cliente llama mencionando que no se le realizo un reintegro por una compra que realizo en el comercio de mega shop, verifico que la compra no fue reintegrada por que el comercio no se encuentra adherido, el cliente comprende y se despide.
2026-01-01;2026-01-14;9761733;Consulta;Reclamo / revision;cliente reclama reintegro, se informa el pago se realizo con la red de infonet y para acceder al reintegro el pago debio ser con upay, se facilita bases y condiciones para que lo pueda observar.
